194,289,184,207,1,0
289,290,184,35,1,0
290,288,184,23,1,0
288,251,184,271,0,0
288,286,43,101,1,0
287,289,73,72,1,0
194,291,191,125,1,1
291,292,191,356,1,1
292,293,191,98,1,1
293,294,191,268,1,1
294,295,10,368,0,0
295,187,24,1290,0,2
296,290,93,211,1,0
296,265,167,289,0,0
296,297,170,153,1,0
297,298,234,95,0,0
297,299,170,66,1,0
194,299,180,174,0,0
296,300,167,219,0,0
299,300,180,85,0,0
194,301,72,165,1,0
301,305,72,159,1,0
305,304,72,78,0,0
304,306,72,175,0,0
299,301,170,118,1,0
301,302,74,356,1,0
302,303,74,37,1,0
303,306,74,216,1,0
293,303,60,162,1,1
303,304,60,135,1,1
304,307,60,186,1,1
307,303,65,99,1,1
307,306,65,279,1,1
293,306,178,310,0,0
300,305,167,207,0,0
303,305,167,148,1,0
307,300,182,140,1,0
300,308,180,104,0,0
296,314,93,63,1,1
314,315,239,117,0,0
311,314,93,54,1,0
311,316,65,35,1,1
316,312,65,47,1,1
316,317,181,121,1,1
312,313,65,45,1,1
313,317,65,49,1,1
313,263,232,182,1,0
317,278,65,111,1,1
317,266,34,180,1,0
308,309,65,63,1,1
309,310,65,112,1,1
310,311,65,28,1,1
292,302,80,136,1,0
306,319,59,132,1,0
319,320,59,40,1,0
293,320,200,390,1,0
306,321,70,225,0,0
321,322,70,59,0,0
322,323,70,87,0,0
323,324,70,96,0,0
324,325,70,143,0,0
325,326,70,42,0,0
326,327,70,42,0,0
327,328,70,86,0,0
328,331,70,113,0,0
329,330,160,154,0,1
331,332,70,129,0,0
332,333,70,35,0,0
333,54,70,138,0,0
308,335,180,49,0,0
335,336,180,56,0,0
336,324,180,179,0,0
324,337,180,170,0,0
337,338,180,66,0,0
338,339,180,114,0,0
339,7,180,152,0,0
271,342,139,67,1,0
342,341,139,29,1,0
341,340,139,75,1,0
340,328,139,91,1,0
333,342,227,150,1,0
332,341,146,121,0,1
331,340,45,51,0,1
307,343,192,57,1,0
343,335,192,37,1,0
335,334,192,41,1,0
334,344,192,112,1,0
344,318,192,66,1,0
312,345,40,101,1,0
346,345,58,87,1,0
345,313,58,83,1,0
318,346,181,66,1,0
346,347,181,62,1,0
347,348,181,29,1,0
348,349,181,55,1,0
349,350,181,34,1,0
350,328,181,66,1,0
346,266,94,43,1,0
266,351,94,114,1,0
351,271,94,237,1,0
347,352,157,110,1,1
352,353,157,20,1,1
353,354,157,28,1,1
354,342,157,144,1,1
351,353,124,37,1,0
352,350,121,85,1,0
328,354,159,120,1,0
336,355,134,136,1,1
355,356,134,34,1,1
356,357,134,55,1,1
357,325,134,49,1,1
344,355,137,128,1,0
356,318,76,140,1,0
347,357,35,114,1,0
325,348,176,129,1,0
349,326,85,86,1,0
350,327,48,61,1,1
358,327,48,61,1,0
328,358,139,68,1,1
358,359,139,89,1,1
359,338,139,92,1,1
338,360,139,73,1,1
360,361,139,114,1,0
361,362,139,126,1,0
325,359,226,134,0,0
359,363,226,23,0,0
363,364,226,64,0,0
364,51,226,194,1,1
328,365,166,87,0,1
365,366,166,59,0,1
365,363,42,76,0,1
363,367,46,91,0,1
364,366,116,83,1,0
366,53,166,193,1,0
336,334,188,55,1,0
334,309,188,78,1,0
310,344,137,97,1,0
321,307,182,166,1,0
343,322,114,177,1,0
323,336,188,116,1,0
293,368,22,112,0,0
368,369,22,149,0,0
369,370,22,116,0,0
370,371,22,129,0,0
371,372,22,110,1,1
372,373,22,176,1,1
371,373,22,286,0,0
373,374,22,66,0,0
374,376,22,246,1,0
376,1,22,121,1,0
1,375,22,231,1,0
368,377,77,165,1,0
377,320,200,125,1,0
320,371,200,172,1,0
306,379,74,197,0,0
379,380,74,61,0,0
380,383,74,182,0,0
372,383,203,47,0,0
383,382,203,63,0,0
383,381,203,81,0,0
381,0,203,110,0,0
0,397,203,110,1,0
397,360,203,72,1,0
306,381,183,182,1,0
381,392,183,152,1,0
381,379,56,92,1,0
0,394,182,129,1,0
394,393,182,37,1,0
393,392,182,57,1,0
392,321,182,125,1,0
380,382,126,184,1,0
382,391,219,97,0,0
391,390,219,95,0,0
390,400,229,86,1,0
400,402,229,48,1,0
402,3,229,98,1,0
339,398,91,135,1,0
398,404,91,78,1,0
404,362,91,75,1,0
362,387,91,57,1,0
387,388,91,64,1,0
388,390,91,30,1,0
390,374,91,169,1,0
404,405,29,79,0,1
403,404,230,56,0,0
388,389,32,38,0,0
324,395,83,68,1,0
395,396,83,46,1,0
396,0,83,191,1,0
393,395,68,189,1,0
394,396,41,150,1,0
375,400,225,171,1,0
400,399,225,96,1,0
399,49,225,261,1,0
0,385,217,97,0,0
385,386,217,43,1,0
386,387,217,44,1,0
387,399,71,83,1,1
399,401,71,33,1,1
401,4,71,90,1,1
401,402,193,94,1,0
337,397,38,152,1,0
398,360,102,129,1,0
0,406,117,60,1,1
406,361,117,43,1,1
361,398,117,87,1,1
398,49,215,87,1,1
386,406,95,126,1,0
384,385,214,97,0,0
385,391,194,129,0,0
391,384,216,103,0,0
407,420,106,282,0,1
369,407,163,137,0,0
407,408,4,116,1,0
408,409,4,124,1,0
409,414,4,86,0,0
414,415,136,89,0,0
0,416,136,116,1,1
408,370,53,108,1,0
370,409,112,125,0,0
409,410,179,127,0,0
410,411,7,29,1,1
410,412,179,45,0,0
411,412,187,47,1,0
412,413,179,137,1,0
413,412,187,68,0,0
411,414,187,111,0,0
373,415,228,92,0,0
374,416,125,116,1,0
376,417,213,138,1,0
417,418,143,232,0,0
418,419,110,156,0,0
419,186,111,130,1,0
419,417,236,206,0,0
285,421,103,215,0,0
422,421,79,175,1,0
284,422,153,77,0,0
283,422,79,93,1,0
421,423,103,40,0,0
424,425,208,121,0,0
425,423,208,17,0,0
426,425,224,113,1,0
424,426,152,97,0,0
148,426,152,147,0,0
423,427,208,132,0,0
428,427,208,51,0,1
223,428,208,263,0,1
224,427,208,381,1,0
222,282,130,171,0,1
283,428,199,213,0,0
273,429,241,91,0,0
257,430,27,126,0,1
259,431,233,115,0,1
432,258,235,37,0,1
256,433,237,126,0,1
