1,37,11,86,0,0
2,3,11,203,0,0
3,4,11,66,0,0
48,5,11,166,0,0
49,6,11,75,0,0
6,7,11,44,0,0
2,33,162,151,1,0
12,30,78,148,1,0
30,3,78,150,1,0
4,29,190,84,1,0
29,11,190,191,1,0
10,5,61,227,1,0
6,8,185,104,1,0
7,8,180,99,0,0
8,9,180,101,0,0
9,10,13,126,1,0
10,11,13,183,1,0
11,12,13,87,1,0
12,13,13,47,1,0
13,14,13,15,1,0
14,15,13,56,1,0
15,16,13,29,1,0
16,17,13,80,1,0
17,35,13,26,1,0
35,18,13,123,1,0
31,13,148,161,1,0
16,32,201,196,1,0
34,35,1,204,0,1
1,44,23,190,0,0
44,18,23,211,0,0
18,155,23,115,0,0
155,47,23,102,0,0
47,19,23,164,0,0
36,37,2,180,0,1
29,46,240,38,0,1
19,20,12,198,1,0
20,21,12,34,1,0
21,22,12,32,1,0
22,23,12,61,1,0
23,24,12,83,1,0
24,25,12,103,1,0
25,26,12,117,1,0
26,27,12,132,1,0
27,9,12,94,1,0
26,11,67,148,1,0
11,38,197,130,0,1
38,25,197,27,0,1
38,39,158,75,0,1
39,24,158,76,0,1
42,41,186,38,1,0
41,15,186,109,1,0
42,43,245,182,0,1
43,47,245,167,0,1
43,21,245,61,0,1
45,17,50,33,0,1
14,40,82,99,0,1
40,39,82,57,0,1
41,40,119,62,0,1
37,2,11,73,0,0
4,48,11,26,0,0
5,49,11,75,0,0
23,42,186,87,1,0
44,36,107,143,1,1
36,34,107,61,1,1
34,33,107,41,1,1
33,32,107,37,1,0
32,31,107,103,1,0
31,30,107,57,1,0
7,50,11,66,0,0
50,51,11,74,0,0
51,52,11,40,0,0
52,53,11,61,0,0
53,54,11,351,0,0
54,55,13,214,0,0
55,56,13,92,0,0
56,57,13,68,0,0
57,58,13,46,0,0
58,59,13,106,0,0
59,60,13,114,0,0
60,9,13,25,0,0
52,58,196,124,1,0
50,59,164,155,1,1
61,62,55,216,0,0
62,63,55,60,0,0
63,64,6,47,0,0
55,68,6,187,0,0
68,62,141,23,1,0
56,68,141,146,1,0
68,63,6,66,0,0
63,57,108,182,1,0
54,61,25,180,0,0
63,69,84,45,1,0
69,64,154,19,0,0
64,65,6,325,0,0
65,66,67,144,0,0
66,67,84,137,0,0
67,69,84,222,0,0
60,67,221,235,1,0
9,83,180,111,0,0
28,70,209,100,0,0
70,71,209,56,0,0
71,72,209,116,0,0
72,73,209,259,0,0
64,72,154,155,1,0
74,75,140,34,0,0
75,76,140,130,0,0
76,77,140,27,0,0
77,78,140,49,1,0
78,73,140,254,0,0
73,79,140,59,0,0
79,80,140,50,1,1
80,81,140,68,1,1
81,82,140,72,1,1
66,87,180,106,0,0
65,79,6,121,0,0
71,76,172,190,0,1
70,75,0,199,0,1
28,74,25,172,0,0
28,61,25,148,0,0
83,66,180,160,0,0
87,82,180,108,0,0
27,83,63,88,1,0
66,84,67,46,0,0
84,85,67,120,1,0
85,86,30,57,0,0
85,26,67,42,1,0
82,88,140,99,1,1
88,89,140,98,1,1
89,90,140,101,1,1
90,91,140,45,1,1
91,92,140,80,1,1
92,93,140,13,1,1
93,94,140,47,1,1
94,19,140,155,1,1
20,96,152,92,0,0
96,94,152,27,0,0
96,92,28,403,0,0
89,97,33,50,0,0
91,98,31,47,0,0
22,95,212,207,1,0
95,25,212,166,1,0
84,95,223,301,1,1
95,99,223,115,1,1
99,87,223,255,1,1
190,256,189,140,1,1
256,191,189,250,1,1
191,192,189,190,0,0
192,193,189,135,1,0
193,194,189,602,1,0
193,251,21,252,0,0
251,265,21,135,0,0
265,263,21,93,0,0
263,278,21,74,0,0
278,267,21,79,0,0
267,271,21,268,0,0
271,54,21,220,0,0
54,280,19,168,0,0
280,281,19,44,0,0
281,272,19,31,0,0
272,273,19,60,0,0
273,279,19,56,0,0
279,250,19,52,0,0
250,244,19,124,0,0
244,198,19,121,0,0
198,197,26,210,0,1
197,196,26,140,0,1
196,195,26,126,0,1
198,195,26,476,0,0
195,257,26,43,1,1
257,190,26,218,1,1
195,190,26,261,0,0
191,200,20,252,0,0
200,201,20,95,0,0
201,202,20,177,0,0
202,245,20,91,0,0
245,205,20,44,0,0
205,198,20,131,0,0
195,203,184,151,0,0
203,258,184,58,0,0
258,200,184,91,0,0
200,243,184,89,0,0
243,260,184,275,0,0
260,251,184,85,0,0
192,259,129,161,1,0
259,243,129,121,1,0
243,252,129,60,1,0
252,253,129,45,1,0
253,201,129,60,1,0
203,204,156,105,1,0
204,202,156,134,1,0
196,204,75,132,1,0
204,201,75,116,1,0
197,202,142,152,0,1
202,248,142,90,0,1
248,262,142,250,0,1
260,261,207,169,1,0
261,262,207,56,1,0
262,246,195,264,1,0
246,202,195,141,1,0
252,254,205,53,1,0
254,261,205,156,1,0
253,255,87,74,1,1
255,262,87,146,1,1
262,264,87,143,1,0
264,268,87,72,1,0
268,267,87,173,1,0
255,254,132,44,1,0
262,265,169,246,1,0
263,264,144,144,1,0
268,263,100,102,1,0
201,248,174,113,1,0
245,199,69,33,0,0
199,277,198,27,1,0
205,277,202,38,0,1
247,246,101,137,0,0
199,247,69,113,0,0
247,274,69,28,0,0
274,249,69,199,0,0
274,275,113,137,1,0
199,277,198,28,1,0
277,275,198,117,1,0
275,244,198,54,1,0
250,249,89,220,1,0
249,269,89,168,0,0
269,268,89,175,0,0
269,270,204,256,1,0
271,270,52,112,0,0
270,276,52,54,0,0
276,272,52,175,0,0
276,54,18,211,0,0
74,100,25,132,0,0
100,101,123,152,0,0
101,102,123,45,0,0
102,103,123,101,0,0
103,104,123,106,0,0
104,105,123,37,0,0
105,106,47,26,1,0
106,121,47,107,1,0
121,107,47,37,1,0
107,108,175,127,0,0
108,109,175,83,0,0
109,110,175,65,0,0
110,111,180,35,0,0
111,112,180,37,0,0
112,113,180,87,0,0
113,114,180,11,0,0
114,125,244,109,0,0
114,115,180,40,0,0
115,116,180,107,0,0
116,82,180,47,0,0
116,117,161,96,1,0
81,117,64,48,1,0
117,80,161,69,1,0
117,118,64,66,1,0
73,118,209,172,1,0
118,115,209,148,1,0
118,119,118,21,1,0
119,121,49,134,0,1
119,120,118,103,1,0
126,111,118,123,1,0
120,126,118,35,1,0
120,127,96,60,0,1
127,126,155,48,1,0
108,127,96,37,1,0
126,113,155,35,1,0
106,122,128,157,1,0
73,122,86,53,1,0
122,123,86,120,1,0
123,103,86,82,1,0
123,124,122,162,0,0
78,124,222,22,1,0
124,102,222,121,1,0
124,77,122,45,1,0
101,77,220,126,1,0
115,128,209,26,1,0
128,129,209,123,1,0
129,130,209,103,1,0
130,131,209,37,1,0
131,132,209,85,1,0
132,133,209,93,1,0
133,134,209,126,1,0
136,134,23,38,1,0
137,136,23,61,1,0
19,137,23,89,1,0
134,19,23,188,0,0
94,133,152,169,0,0
133,141,152,124,0,0
141,142,152,71,1,0
142,150,152,155,1,0
150,148,152,71,1,0
93,132,39,167,1,0
91,131,36,158,0,1
90,130,133,157,1,0
129,135,243,78,0,1
130,138,120,168,0,1
112,138,54,216,0,0
138,139,54,37,0,0
139,153,54,64,0,0
153,142,54,155,0,0
139,140,206,46,1,0
140,141,206,176,1,0
140,154,242,70,0,0
153,145,103,166,0,0
138,144,165,133,0,1
110,143,175,29,0,0
143,144,175,185,0,0
144,145,175,122,0,0
145,146,175,31,0,0
146,147,175,21,0,0
147,148,175,100,0,0
148,149,175,50,0,0
146,150,211,147,1,0
158,156,231,246,1,0
156,155,23,268,1,0
134,152,23,96,0,0
152,151,23,179,1,0
151,149,23,161,1,0
134,149,23,340,0,0
134,157,15,100,0,0
157,158,15,18,0,0
158,159,15,119,0,0
159,160,15,57,0,0
160,161,15,74,0,0
161,162,15,32,0,0
157,163,99,46,0,0
163,164,99,64,0,0
164,165,99,35,0,0
163,137,90,72,1,0
136,164,138,71,1,0
134,165,147,75,1,0
165,166,147,42,0,0
166,152,5,141,0,0
166,176,5,102,0,0
159,176,5,51,0,0
166,167,3,192,0,0
167,168,3,68,0,0
168,169,3,167,0,0
149,169,17,158,0,0
169,170,17,205,0,0
170,171,151,31,0,0
171,172,151,69,0,0
167,173,105,123,1,1
173,174,135,166,1,1
174,175,8,78,0,0
176,175,51,48,1,0
175,160,51,63,1,0
168,151,92,138,0,0
44,188,23,87,1,0
188,177,23,58,1,0
181,188,210,101,1,0
178,181,9,116,1,0
183,181,9,67,1,0
44,183,145,149,1,0
183,184,9,181,1,0
189,184,104,124,1,0
184,186,104,56,1,0
184,185,9,43,1,0
185,186,14,50,0,0
186,187,14,178,0,0
1,185,14,106,0,0
1,189,23,112,1,0
189,44,23,83,1,0
177,178,57,94,1,0
178,179,57,53,1,0
179,155,127,217,1,0
179,180,16,201,0,0
155,177,23,226,1,0
187,161,24,1040,0,2
100,206,25,119,0,0
206,207,25,183,0,0
213,206,98,275,1,0
213,232,86,74,0,0
214,213,98,63,1,0
215,214,98,96,1,0
234,215,97,60,1,0
233,234,173,91,1,0
232,233,66,58,1,0
233,214,66,67,1,0
235,234,97,65,1,0
230,235,97,83,1,0
235,238,168,82,0,1
238,216,150,135,0,1
227,238,150,87,1,0
238,239,168,71,1,0
239,226,81,99,1,0
217,239,81,138,1,0
240,217,81,110,1,0
217,216,98,58,1,0
216,215,98,73,1,0
218,217,98,114,1,1
218,240,171,165,1,0
240,105,47,167,1,0
107,240,47,56,1,0
103,213,86,131,1,1
104,241,238,80,0,1
218,108,96,158,1,0
219,218,96,24,1,0
225,219,96,238,1,0
219,220,211,100,1,0
220,221,211,63,1,0
109,220,177,159,1,0
110,221,180,145,0,0
221,222,180,123,0,0
222,223,180,119,0,0
224,223,208,67,0,1
225,224,208,84,1,0
226,225,208,131,1,0
227,226,208,82,1,0
228,227,208,33,1,0
229,228,208,13,1,0
230,229,208,47,1,0
231,230,208,123,1,0
207,231,208,236,1,0
232,231,86,117,1,0
229,237,37,64,0,1
224,242,44,99,0,1
282,221,211,48,1,0
283,282,211,132,1,0
284,283,211,65,1,0
285,284,211,101,1,0
285,145,103,16,0,0
143,283,79,202,1,0
193,286,189,351,1,0
286,287,189,48,1,0
287,194,189,203,1,0
